,Description,Incident#,Location,Agency,Date,location,New
1122,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908310065808,2100 BLOCK SW 3RD AV,Miami Police,8-31-2019 11:51 AM,"[-80.2212663, 25.8447834]",25.8354273
1123,SIMPLE BATTERY,1908310065809,900 BLOCK NW 1ST ST,Miami Police,8-31-2019 11:50 AM,,25.8354273
1124,THREATENS A LAW ENFORCEMENT ORFFICER,1908310065807,200 BLOCK NE 1ST AVE,Miami Police,8-31-2019 11:32 AM,"[-80.2407116, 25.8192743]",25.8354273
1125,FRAUDULENTLY USING PERSONEL IDENTIFICATION,1908310065791,600 BLOCK NE 73RD ST,Miami Police,8-31-2019 10:58 AM,"[-80.22528299999999, 25.830621]",25.8354273
1126,THEFT - OF MOTOR VEHICLE PARTS,1908310065796,800 BLOCK NW 28TH AV,Miami Police,8-31-2019 10:58 AM,"[-80.17658279999999, 25.851853]",25.8354273
1127,BATTERY / SIMPLE,1908310065798,2100 BLOCK NW 34TH ST,Miami Police,8-31-2019 10:57 AM,"[-80.1874729, 25.810738]",25.8354273
1128,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908310065786,2500 BLOCK SW 16TH ST,Miami Police,8-31-2019 10:23 AM,"[-80.19663000000001, 25.786105]",25.8354273
1129,SIMPLE BATTERY,1908310065788,6800 BLOCK NW 4TH CT,Miami Police,8-31-2019 10:18 AM,"[-80.2077736, 25.7696306]",25.8354273
1130,BATTERY / DOMESTIC,1908310065799,200 BLOCK NE 1ST AVE,Miami Police,8-31-2019 10:09 AM,"[-80.2540789, 25.7808888]",25.8354273
1131,THEFT - ALL OTHER,1908310065776,1000 BLOCK NW NORTH RIVER DR,Miami Police,8-31-2019 10:07 AM,"[-80.2264834, 25.816053]",25.8354273
1132,THEFT - OF MOTOR VEHICLE PARTS,1908310065782,4800 BLOCK NW 7TH AV,Miami Police,8-31-2019 10:05 AM,"[-80.2094615, 25.7746843]",25.8354273
1133,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908310065783,0 BLOCK NE 55TH ST,Miami Police,8-31-2019 10:01 AM,"[-80.1973438, 25.7643729]",25.8354273
1134,BURGLARY / CURTILAGE OF ANY OTHER STRUCTURE - THEFT OF LESS THAN $300,1908310065780,2600 BLOCK SW 16TH TER,Miami Police,8-31-2019 9:35 AM,"[-80.1918893, 25.8253954]",25.8354273
1135,BURGLARY / DWELLING NOT OCCUPIED (NO ASSAULT / BATTERY - NO WEAPON),1908310065772,2800 BLOCK NW 11TH AV,Miami Police,8-31-2019 9:34 AM,"[-80.2514956, 25.8431635]",25.8354273
1136,BURGLARY / DWELLING NOT OCCUPIED (NO ASSAULT / BATTERY - NO WEAPON),1908310065772,2800 BLOCK NW 11TH AV,Miami Police,8-31-2019 9:34 AM,"[-80.2420027, 25.8007014]",25.8354273
1137,STRONG ARM ROBBERY - NO FIREARM OR WEAPON,1908310065767,1600 BLOCK NW 20TH ST,Miami Police,8-31-2019 8:56 AM,"[-80.18892869999999, 25.7785955]",25.8354273
1138,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908310065761,700 BLOCK NW 18TH PL,Miami Police,8-31-2019 8:45 AM,"[-80.2309551, 25.7741532]",25.8354273
1139,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908310065760,900 BLOCK NW 55TH ST,Miami Police,8-31-2019 8:35 AM,"[-80.3059679, 25.7553885]",25.8354273
1140,MOTOR VEHICLE THEFT,PD190831312869,3300 BLOCK NW 37TH ST,Miami-Dade Police,8-31-2019 8:00 AM,"[-80.1917902, 25.7616798]",25.8354273
1141,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908310065755,400 BLOCK NE 39TH ST,Miami Police,8-31-2019 7:50 AM,"[-80.2008906, 25.8382912]",25.8354273
1142,BATTERY / AGG: USES DEADLY WEAPON,1908310065756,600 BLOCK SW 44TH CT,Miami Police,8-31-2019 7:49 AM,"[-80.2456457, 25.8374777]",25.8354273
1143,THEFT/LARCENY,PD190901313506,3100 BLOCK NW 54TH ST,Miami-Dade Police,8-31-2019 7:00 AM,"[-80.20767289999999, 25.7727352]",25.8354273
1144,ASSAULT,PD190831312262,2000 BLOCK NW 73RD ST,Miami-Dade Police,8-31-2019 6:35 AM,"[-80.237314, 25.7786821]",25.8354273
1145,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908310065747,3300 BLOCK NW 6TH AV,Miami Police,8-31-2019 6:13 AM,"[-80.22461559999999, 25.7605876]",25.8354273
1146,DRUGS/ALCOHOL VIOLATIONS,PD190831312200,NW 12TH AVE & NW 81ST ST,Miami-Dade Police,8-31-2019 3:57 AM,"[-80.1961726, 25.7615215]",25.8354273
1147,ASSAULT,PD190831313055,0000 BLOCK INTERNATIONAL WATERS,Miami-Dade Police,8-31-2019 3:50 AM,"[-80.1928658, 25.8487486]",25.8354273
1148,AGGRAVATED ASSAULT,1908310065735,1000 BLOCK NW 63RD ST,Miami Police,8-31-2019 3:05 AM,"[-80.19518579999999, 25.8473933]",25.8354273
1149,SIMPLE BATTERY,1908310065732,1600 BLOCK SW 8TH ST,Miami Police,8-31-2019 3:04 AM,"[-80.2113689, 25.7954698]",25.8354273
1150,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908310065733,N MIAMI AV / NE 23RD ST,Miami Police,8-31-2019 3:04 AM,"[-80.2215387, 25.8332566]",25.8354273
1151,THEFT/LARCENY,PD190831312180,4200 BLOCK SW 8TH ST,Miami-Dade Police,8-31-2019 2:40 AM,"[-80.2159161, 25.8080316]",25.8354273
1152,MOTOR VEHICLE THEFT,PD190831312181,4100 BLOCK SW 14TH ST,Miami-Dade Police,8-31-2019 2:40 AM,"[-80.28844529999999, 25.7779851]",25.8354273
1153,ASSAULT / AGG / DOMESTIC,1908310065725,N MIAMI AV / NW 77TH ST,Miami Police,8-31-2019 2:27 AM,"[-80.2163716, 25.7801732]",25.8354273
1154,AGGRAVATED BATTERY,1908310065719,6600 BLOCK NE 1ST PL,Miami Police,8-31-2019 1:56 AM,"[-80.19546140000001, 25.8082999]",25.8354273
1155,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908310065715,N MIAMI AV / NE 20TH ST,Miami Police,8-31-2019 1:31 AM,"[-80.230213, 25.830814]",25.8354273
1156,CRIMINAL MISCHIEF / VANDALISM,1908310065716,1200 BLOCK NW 58TH TER,Miami Police,8-31-2019 1:28 AM,"[-80.2523147, 25.7496399]",25.8354273
1157,SIMPLE BATTERY,1908310065717,100 BLOCK NW 23RD ST,Miami Police,8-31-2019 1:28 AM,"[-80.1868815, 25.8255225]",25.8354273
1158,THEFT/LARCENY,PD190831312340,7000 BLOCK NW 27TH AVE,Miami-Dade Police,8-31-2019 1:00 AM,"[-80.1989656, 25.8465491]",25.8354273
1159,SIMPLE BATTERY,1908310065711,1800 BLOCK NW 16TH ST,Miami Police,8-31-2019 12:55 AM,"[-80.21407769999999, 25.8203379]",25.8354273
1160,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908310065707,NW 2ND AV / NW 27TH TER,Miami Police,8-31-2019 12:37 AM,"[-80.191585, 25.815752]",25.8354273
1161,CRIMINAL MISCHIEF / VANDALISM,1908310065718,300 BLOCK NW 7TH AV,Miami Police,8-31-2019 12:24 AM,"[-80.2514956, 25.8431635]",25.8354273
1162,RETAIL THEFT,1908300065704,0 BLOCK SE 3RD AV,Miami Police,8-30-2019 11:36 PM,"[-80.19693439999999, 25.8485928]",25.8354273
1163,ATTEMPTED MURDER,1908300065702,900 BLOCK NW 46TH ST,Miami Police,8-30-2019 11:22 PM,"[-80.2079797, 25.8378509]",25.8354273
1164,ASSAULT,PD190830312032,2200 BLOCK NW 50TH ST,Miami-Dade Police,8-30-2019 11:15 PM,"[-80.1961336, 25.7738534]",25.8354273
1165,SIMPLE BATTERY,1908300065690,2300 BLOCK NW 33RD ST,Miami Police,8-30-2019 10:20 PM,"[-80.2386125, 25.7577687]",25.8354273
1166,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908300065692,N MIAMI AV / NE 23RD ST,Miami Police,8-30-2019 10:11 PM,"[-80.2127544, 25.7917353]",25.8354273
1167,BATTERY / SIMPLE,1908300065696,600 BLOCK BISCAYNE BLVD,Miami Police,8-30-2019 10:10 PM,"[-80.205118, 25.782349]",25.8354273
1168,GRAND THEFT - RETAIL - $300 TO LESS THAN $5000,1908300065681,1400 BLOCK NW 17TH AV,Miami Police,8-30-2019 9:45 PM,"[-80.19546140000001, 25.8082999]",25.8354273
1169,GRAND THEFT - UNSPECIFIED - $300 TO LESS THAN $5000,1908300065684,3000 BLOCK SW 8TH ST,Miami Police,8-30-2019 9:42 PM,"[-80.18972959999999, 25.8108619]",25.8354273
1170,ROBBERY - STRONG ARM,1908300065693,200 BLOCK SW 8TH AV,Miami Police,8-30-2019 9:11 PM,"[-80.201593, 25.808129]",25.8354273
1171,ROBBERY - STRONG ARM,1908300065693,200 BLOCK SW 8TH AV,Miami Police,8-30-2019 9:11 PM,"[-80.2514956, 25.8431635]",25.8354273
1172,DRUGS/ALCOHOL VIOLATIONS,PD190830311918,3800 BLOCK NW 27TH AVE,Miami-Dade Police,8-30-2019 9:05 PM,"[-80.2011948, 25.7777864]",25.8354273
1173,ASSAULT,PD190831313034,0000 BLOCK INTERNATIONAL WATERS,Miami-Dade Police,8-30-2019 9:00 PM,"[-80.1990897, 25.8014685]",25.8354273
1174,BATTERY / SIMPLE,1908300065668,1800 BLOCK NW 51ST ST,Miami Police,8-30-2019 8:40 PM,"[-80.1962416, 25.7732422]",25.8354273
1175,BURGLARY,PD190831312087,2500 BLOCK NW 80TH ST,Miami-Dade Police,8-30-2019 8:00 PM,"[-80.1875755, 25.8498151]",25.8354273
1176,ASSAULT,PD190901314154,1900 BLOCK NW 47TH ST,Miami-Dade Police,8-30-2019 8:00 PM,"[-80.2393386, 25.7693594]",25.8354273
1177,THEFT/LARCENY,PD190901313705,2400 BLOCK NW 50TH ST,Miami-Dade Police,8-30-2019 8:00 PM,"[-80.18989069999999, 25.8305506]",25.8354273
1178,RETAIL THEFT,1908300065658,200 BLOCK BISCAYNE BLVD,Miami Police,8-30-2019 6:56 PM,"[-80.23573979999999, 25.7981146]",25.8354273
1179,BATTERY / SIMPLE,1908300065659,500 BLOCK NW 56TH ST,Miami Police,8-30-2019 6:49 PM,"[-80.204364, 25.758406]",25.8354273
1180,HOMICIDE,PD190830311792,7900 BLOCK NW 22ND AVE,Miami-Dade Police,8-30-2019 6:49 PM,"[-80.2094615, 25.7746843]",25.8354273
1181,"BATTERY / L.E.O. / FIREFIGHTER / EMT / NONSWORN OR LICENSED SECURITY OFC, ETC",1908300065655,400 BLOCK S MIAMI AV,Miami Police,8-30-2019 6:40 PM,"[-80.1919939, 25.7761411]",25.8354273
1182,THEFT - ALL OTHER,1908300065648,900 BLOCK S MIAMI AV,Miami Police,8-30-2019 6:35 PM,"[-80.1844193, 25.8424869]",25.8354273
1183,THEFT/LARCENY,PD190831312341,0000 BLOCK INTERNATIONAL WATERS,Miami-Dade Police,8-30-2019 6:35 PM,"[-80.2411276, 25.7806421]",25.8354273
1184,ASSAULT,PD190830311767,2000 BLOCK NW 68TH ST,Miami-Dade Police,8-30-2019 6:31 PM,"[-80.230149, 25.8073514]",25.8354273
1185,VEHICLE BREAK-IN/THEFT,PD190831312134,1900 BLOCK NW 48TH ST,Miami-Dade Police,8-30-2019 6:30 PM,"[-80.2754408, 25.7974139]",25.8354273
1186,SIMPLE ASSAULT,1908300065649,1700 BLOCK NW 1ST PL,Miami Police,8-30-2019 6:21 PM,"[-80.23649879999999, 25.7578695]",25.8354273
1187,BURGLARY / STRUCTURE NOT OCCUPIED (NO ASSAULT / BATTERY - NO WEAPON),1908300065662,700 BLOCK NW 21ST ST,Miami Police,8-30-2019 6:21 PM,"[-80.2043537, 25.8371876]",25.8354273
1188,VEHICLE BREAK-IN/THEFT,PD190830311962,4500 BLOCK NW 72ND AVE,Miami-Dade Police,8-30-2019 6:15 PM,"[-80.1919939, 25.7761411]",25.8354273
1189,VANDALISM,PD190830311723,3000 BLOCK NW 65TH ST,Miami-Dade Police,8-30-2019 5:31 PM,"[-80.2870509, 25.7958723]",25.8354273
1190,BATTERY / SIMPLE,1908300065627,100 BLOCK W FLAGLER ST,Miami Police,8-30-2019 5:29 PM,"[-80.21108559999999, 25.7815663]",25.8354273
1191,CARRYING CONCEALED FIREARM,1908300065628,NW 10TH AV / NW 40TH ST,Miami Police,8-30-2019 5:25 PM,"[-80.20814879999999, 25.8199733]",25.8354273
1192,VANDALISM,PD190831312273,3900 BLOCK NW 28TH ST,Miami-Dade Police,8-30-2019 5:00 PM,"[-80.1888257, 25.8260883]",25.8354273
1193,THEFT/LARCENY,PD190903316580,JMH MAIN,Miami-Dade Police,8-30-2019 5:00 PM,"[-80.2376611, 25.7566967]",25.8354273
1194,ROBBERY - ARMED,1908300065624,1800 BLOCK NW 21ST ST,Miami Police,8-30-2019 4:55 PM,"[-80.2133009, 25.8024608]",25.8354273
1195,CRIMINAL MISCHIEF / VANDALISM,1908300065618,1400 BLOCK NW 40TH ST,Miami Police,8-30-2019 4:35 PM,"[-80.2133009, 25.8024608]",25.8354273
1196,RETAIL THEFT,1908300065615,3300 BLOCK SW 22ND ST,Miami Police,8-30-2019 4:29 PM,"[-80.27303409999999, 25.79864]",25.8354273
1197,GRAND THEFT,1908300065622,SW 8TH ST / SW 11TH AV,Miami Police,8-30-2019 4:21 PM,"[-80.222054, 25.794505]",25.8354273
1198,VEHICLE BREAK-IN/THEFT,PD190830311670,3500 BLOCK NW 79TH ST,Miami-Dade Police,8-30-2019 4:00 PM,"[-80.22584309999999, 25.7799098]",25.8354273
1199,THEFT/LARCENY,PD190902314977,7200 BLOCK NW 31ST ST,Miami-Dade Police,8-30-2019 3:30 PM,"[-80.211249, 25.8255687]",25.8354273
1200,THEFT - OF MOTOR VEHICLE PARTS,1908300065585,1700 BLOCK SW 11TH ST,Miami Police,8-30-2019 3:22 PM,"[-80.25095449999999, 25.8093186]",25.8354273
1201,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908300065620,100 BLOCK NE 62ND ST,Miami Police,8-30-2019 2:59 PM,"[-80.1891438, 25.8135375]",25.8354273
1202,POSSESSION OF COCAINE/ CONSTRUCTIVE POSSESSION,1908300065599,1700 BLOCK NW 1ST AVE,Miami Police,8-30-2019 2:41 PM,"[-80.2681758, 25.765715]",25.8354273
1203,AGGRAVATED BATTERY,1908300065601,3600 BLOCK NW 27TH AV,Miami Police,8-30-2019 1:52 PM,"[-80.2468665, 25.8237198]",25.8354273
1204,PERSON IN ACTUAL OR CONSTRUCTIVE POSSESSION OF COCAINE (POWDER OR CRACK),1908300065562,NW 17TH AV / NW 15TH ST,Miami Police,8-30-2019 1:16 PM,"[-80.23075899999999, 25.8411057]",25.8354273
1205,THEFT/LARCENY,PD190906320165,7100 BLOCK NW 35TH AVE,Miami-Dade Police,8-30-2019 1:00 PM,"[-80.2054115, 25.8073853]",25.8354273
1206,CRIMINAL MISCHIEF / VANDALISM,1908300065571,4400 BLOCK NW 11TH PL,Miami Police,8-30-2019 12:38 PM,"[-80.21737139999999, 25.8486729]",25.8354273
1207,ASSAULT,PD190830311271,2100 BLOCK NW 85TH ST,Miami-Dade Police,8-30-2019 11:51 AM,"[-80.1917902, 25.7616798]",25.8354273
1208,GRAND THEFT - FROM BUILDING WITH PUBLIC ACCESS - $300 TO LESS THN $5000,1908300065559,1000 BLOCK NW 32ND AV,Miami Police,8-30-2019 11:37 AM,"[-80.2127398, 25.8327621]",25.8354273
1209,THEFT - ALL OTHER,1908300065553,400 BLOCK SW 7TH ST,Miami Police,8-30-2019 11:24 AM,"[-80.2206779, 25.7655517]",25.8354273
1210,VANDALISM,PD190830311426,2600 BLOCK NW 80TH ST,Miami-Dade Police,8-30-2019 11:00 AM,"[-80.1949111, 25.7989029]",25.8354273
1211,THEFT/LARCENY,PD190830311204,8000 BLOCK NW 13TH AVE,Miami-Dade Police,8-30-2019 10:59 AM,"[-80.26392969999999, 25.7639427]",25.8354273
1212,BATTERY / DOMESTIC,1908300065543,5200 BLOCK NE 3RD CT,Miami Police,8-30-2019 10:54 AM,"[-80.2615125, 25.75877]",25.8354273
1213,RETAIL THEFT,1908300065535,900 BLOCK SW 8TH ST,Miami Police,8-30-2019 10:47 AM,"[-80.196808, 25.8456004]",25.8354273
1214,VEHICLE BREAK-IN/THEFT,PD190830311119,2900 BLOCK NW 30TH ST,Miami-Dade Police,8-30-2019 10:18 AM,"[-80.19354299999999, 25.836115]",25.8354273
1215,OVERDUE RENTAL,1908300065525,200 BLOCK SE 2ND ST,Miami Police,8-30-2019 9:57 AM,"[-80.1948137, 25.7956039]",25.8354273
1216,THEFT/LARCENY,PD190830311076,7200 BLOCK NW 29TH AVE,Miami-Dade Police,8-30-2019 9:52 AM,"[-80.2164788, 25.8290385]",25.8354273
1217,THEFT - OF MOTOR VEHICLE PARTS,1908300065521,1800 BLOCK NW 55TH TER,Miami Police,8-30-2019 9:38 AM,"[-80.1968564, 25.7992071]",25.8354273
1218,FELONY DOMESTIC BATTERY BY STRANGULATION (MINOR INJURIES),1908300065515,7000 BLOCK NW 15TH AV,Miami Police,8-30-2019 9:23 AM,"[-80.241987, 25.838071]",25.8354273
1219,FELONY DOMESTIC BATTERY BY STRANGULATION (MINOR INJURIES),1908300065515,7000 BLOCK NW 15TH AV,Miami Police,8-30-2019 9:23 AM,"[-80.2253999, 25.7893266]",25.8354273
1220,BURGLARY,PD190830311028,1700 BLOCK N CRUISE BLVD,Miami-Dade Police,8-30-2019 9:04 AM,"[-80.1991395, 25.802572]",25.8354273
1221,BURGLARY - OTHER STRUCTURE,1908300065505,3600 BLOCK NW 35TH AV,Miami Police,8-30-2019 8:53 AM,"[-80.2063573, 25.7768319]",25.8354273
1222,BURGLARY - OTHER STRUCTURE,1908300065512,6700 BLOCK N MIAMI AV,Miami Police,8-30-2019 8:30 AM,"[-80.1890718, 25.7719727]",25.8354273
1223,THEFT/LARCENY,PD190830311117,2000 BLOCK N CRUISE BLVD,Miami-Dade Police,8-30-2019 8:15 AM,"[-80.2108459, 25.817209]",25.8354273
1224,THEFT - FROM BUILDING,1908300065491,1500 BLOCK N MIAMI AV,Miami Police,8-30-2019 7:52 AM,"[-80.23260169999999, 25.8204707]",25.8354273
1225,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908300065492,0 BLOCK NW 16TH AV,Miami Police,8-30-2019 7:47 AM,"[-80.2342008, 25.8062981]",25.8354273
1226,THEFT - OF MOTOR VEHICLE PARTS,1908300065501,400 BLOCK SW 11TH ST,Miami Police,8-30-2019 7:31 AM,"[-80.1949111, 25.7989029]",25.8354273
1227,ASSAULT,PD190830310912,4700 BLOCK NW 27TH AVE,Miami-Dade Police,8-30-2019 7:29 AM,"[-80.189658, 25.780317]",25.8354273
1228,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908300065488,300 BLOCK NE 26TH ST,Miami Police,8-30-2019 7:25 AM,"[-80.22319949999999, 25.7875997]",25.8354273
1229,BATTERY / DOMESTIC,1908300065485,700 BLOCK SW 9TH AV,Miami Police,8-30-2019 7:14 AM,"[-80.2431019, 25.7650536]",25.8354273
1230,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908300065476,1000 BLOCK BISCAYNE BLVD,Miami Police,8-30-2019 7:06 AM,"[-80.20788259999999, 25.7715366]",25.8354273
1231,BURGLARY - OTHER STRUCTURE,1908300065479,3400 BLOCK NW 36TH ST,Miami Police,8-30-2019 6:47 AM,"[-80.20788259999999, 25.7715366]",25.8354273
1232,AUTO THEFT,1908300065475,6700 BLOCK SW 8TH ST,Miami Police,8-30-2019 6:27 AM,"[-80.2409315, 25.8116241]",25.8354273
1233,VANDALISM,PD190830310873,2900 BLOCK NW 43RD TER,Miami-Dade Police,8-30-2019 6:13 AM,"[-80.1917902, 25.7616798]",25.8354273
1234,DISCHARGE FIREARM IN PUBLIC,1908300065466,200 BLOCK NE 72ND ST,Miami Police,8-30-2019 4:44 AM,"[-80.22665980000001, 25.8212396]",25.8354273
1235,ASSAULT,PD190830310816,NW 14TH AVE & NW 79TH ST,Miami-Dade Police,8-30-2019 3:58 AM,"[-80.2399078, 25.847075]",25.8354273
1236,CRIMINAL MISCHIEF / VANDALISM,1908300065462,0 BLOCK SE 7TH ST,Miami Police,8-30-2019 3:05 AM,"[-80.2283739, 25.8176741]",25.8354273
1237,AUTO THEFT,1908300065461,NW 7TH AV / NW 69TH ST,Miami Police,8-30-2019 2:14 AM,"[-80.2365935, 25.8203392]",25.8354273
1238,AUTO THEFT,1908300065461,NW 7TH AV / NW 69TH ST,Miami Police,8-30-2019 2:14 AM,"[-80.1881918, 25.7763803]",25.8354273
1239,AGGRAVATED BATTERY,1908300065455,NW 17TH AV / NW 24TH ST,Miami Police,8-30-2019 1:44 AM,"[-80.2041912, 25.82675]",25.8354273
1240,VEHICLE BREAK-IN/THEFT,PD190830311050,3000 BLOCK NW 63RD ST,Miami-Dade Police,8-30-2019 12:00 AM,"[-80.2336459, 25.8463435]",25.8354273
1241,BATTERY / DOMESTIC,1908300065447,1800 BLOCK NW 47TH TER,Miami Police,8-29-2019 11:22 PM,"[-80.1942945, 25.7699036]",25.8354273
1242,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908290065441,NE 1ST AV / NE 2ND ST,Miami Police,8-29-2019 10:48 PM,"[-80.1935252, 25.7652195]",25.8354273
1243,RETAIL THEFT,1908290065429,1500 BLOCK SW 8TH ST,Miami Police,8-29-2019 10:15 PM,"[-80.1917902, 25.7616798]",25.8354273
1244,AUTO THEFT,1908290065446,800 BLOCK NW 54TH ST,Miami Police,8-29-2019 10:00 PM,"[-80.2301126, 25.8357067]",25.8354273
1245,THEFT - ALL OTHER,1908290065437,4100 BLOCK NW 2ND AV,Miami Police,8-29-2019 9:46 PM,"[-80.2284427, 25.8191583]",25.8354273
1246,ASSAULT,PD190829310610,2100 BLOCK NW 81ST TER,Miami-Dade Police,8-29-2019 9:34 PM,"[-80.198347, 25.7915459]",25.8354273
1247,ORGANIZED FRAUD: ENGAGES IN SCHEME - COMMUNICATES WITH VICTIM - $300 OR MORE,1908290065414,2300 BLOCK SW 15TH ST,Miami Police,8-29-2019 9:18 PM,"[-80.207077, 25.7961912]",25.8354273
1248,VEHICLE BREAK-IN/THEFT,PD190830311214,8300 BLOCK NW 7TH AVE,Miami-Dade Police,8-29-2019 9:00 PM,"[-80.3140092, 25.8149162]",25.8354273
1249,THEFT - FROM MOTOR VEHICLE,1908290065404,800 BLOCK BRICKELL AV,Miami Police,8-29-2019 8:15 PM,"[-80.2453171, 25.8333174]",25.8354273
1250,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908290065411,1500 BLOCK SW 8TH ST,Miami Police,8-29-2019 8:13 PM,"[-80.1961336, 25.7738534]",25.8354273
1251,GRAND THEFT - A FIREARM,1908290065393,100 BLOCK NW 18TH AVE,Miami Police,8-29-2019 7:39 PM,"[-80.2117559, 25.8129693]",25.8354273
1252,WEAPONS,PD190829310570,NW 27TH PL & NW 53RD ST,Miami-Dade Police,8-29-2019 7:37 PM,"[-80.2583643, 25.8035137]",25.8354273
1253,THEFT/LARCENY,PD190829310462,2100 BLOCK NW 64TH ST,Miami-Dade Police,8-29-2019 6:59 PM,"[-80.2127544, 25.7917353]",25.8354273
1254,ASSAULT,PD190830311139,0000 BLOCK INTERNATIONAL WATERS,Miami-Dade Police,8-29-2019 6:45 PM,"[-80.2253724, 25.7956394]",25.8354273
1255,VEHICLE BREAK-IN/THEFT,PD190829310444,2100 BLOCK NW 34TH AVE,Miami-Dade Police,8-29-2019 6:40 PM,"[-80.2199456, 25.812754]",25.8354273
1256,POSSESS / PURCHASE CONTROLLED SUBSTANCE NAMED IN FS 893.03 (1A:1B:1D:2A:2B),1908290065380,1100 BLOCK NW 1ST CT,Miami Police,8-29-2019 6:40 PM,"[-80.2481937, 25.7497513]",25.8354273
1257,FRAUDULENT USE OF CREDIT CARDS / MORE THAN 2 TIMES IN 6 MOS OR $100 OR MORE,1908290065387,4700 BLOCK NW 7TH ST,Miami Police,8-29-2019 6:27 PM,"[-80.2127426, 25.7659068]",25.8354273
1258,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908290065381,5900 BLOCK NE 2ND AV,Miami Police,8-29-2019 6:23 PM,"[-80.25358299999999, 25.843639]",25.8354273
1259,FRAUDULENTLY USING PERSONEL IDENTIFICATION,1908290065378,0 BLOCK SW 3RD ST,Miami Police,8-29-2019 6:19 PM,"[-80.2870509, 25.7958723]",25.8354273
1260,GRAND THEFT - UNSPECIFIED - $300 TO LESS THAN $5000,1908290065383,1600 BLOCK SW 10TH ST,Miami Police,8-29-2019 6:17 PM,"[-80.3136517, 25.8023528]",25.8354273
1261,BATTERY / AGGRAVATED / PERSON 65 YEARS OF AGE OR OLDER,1908290065374,300 BLOCK BISCAYNE BLVD,Miami Police,8-29-2019 5:39 PM,"[-80.2226549, 25.7630176]",25.8354273
1262,WEAPONS,PD190829310346,1400 BLOCK NW 83RD ST,Miami-Dade Police,8-29-2019 5:25 PM,"[-80.1942361, 25.8326635]",25.8354273
1263,THEFT/LARCENY,PD190829310319,7900 BLOCK NW 27TH ST,Miami-Dade Police,8-29-2019 5:14 PM,"[-80.19697599999999, 25.7917401]",25.8354273
1264,THEFT/LARCENY,PD190909323888,3200 BLOCK NW 79TH ST,Miami-Dade Police,8-29-2019 5:00 PM,"[-80.2870509, 25.7958723]",25.8354273
1265,BURGLARY - RESIDENCE,1908290065372,1000 BLOCK NW 65TH ST,Miami Police,8-29-2019 4:57 PM,"[-80.24029689999999, 25.8090798]",25.8354273
1266,VEHICLE BREAK-IN/THEFT,PD190829310326,3300 BLOCK NW 72ND AVE,Miami-Dade Police,8-29-2019 4:30 PM,"[-80.2230687, 25.7887438]",25.8354273
1267,FRAUDULENT USE OF PERSONAL IDENTIFICATION INFORMATION,1908290065337,200 BLOCK SE 2ND AVE,Miami Police,8-29-2019 4:11 PM,"[-80.2537155, 25.8382513]",25.8354273
1268,THEFT - ALL OTHER,1908290065335,1600 BLOCK NW 7TH AV,Miami Police,8-29-2019 4:04 PM,"[-80.2156837, 25.8160357]",25.8354273
1269,THEFT - OF MOTOR VEHICLE PARTS,1908290065346,100 BLOCK NE 55TH ST,Miami Police,8-29-2019 3:59 PM,"[-80.2597967, 25.7969309]",25.8354273
1270,BATTERY / SIMPLE,1908290065348,2100 BLOCK NW 27TH AV,Miami Police,8-29-2019 3:47 PM,"[-80.2317391, 25.8518845]",25.8354273
1271,"GRAND THEFT - MOTOR VEHICLE (LESS THAN $100,000)",1908290065326,7100 BLOCK NE 2ND AV,Miami Police,8-29-2019 2:56 PM,"[-80.24779620000001, 25.7819215]",25.8354273
1272,THEFT - ALL OTHER,1908290065306,1300 BLOCK SW 21ST TER,Miami Police,8-29-2019 2:39 PM,"[-80.200789, 25.7671644]",25.8354273
1273,THEFT/LARCENY,PD190830311411,7500 BLOCK NW 19TH AVE,Miami-Dade Police,8-29-2019 2:00 PM,"[-80.2406479, 25.8471319]",25.8354273
1274,THEFT/LARCENY,PD190904317060,4800 BLOCK NW 37TH AVE,Miami-Dade Police,8-29-2019 2:00 PM,"[-80.26087559999999, 25.7970504]",25.8354273
1275,THEFT/LARCENY,PD190830311366,2000 BLOCK NW 86TH ST,Miami-Dade Police,8-29-2019 2:00 PM,"[-80.220646, 25.848139]",25.8354273
1276,THEFT/LARCENY,PD190829310051,7900 BLOCK NW 27TH AVE,Miami-Dade Police,8-29-2019 1:52 PM,"[-80.1932432, 25.9283141]",25.8354273
